"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","193323"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","35199"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","137970"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","70259"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","70198"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","81704"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","167084"
"FY006AC01","Population","2022","2022","-","Both sexes","-","All ages","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","65288"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","IE0","Ireland","Number","57796"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","699"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","6213"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2457"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","4009"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","3544"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","3005"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","1123"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","1100"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","527"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1700"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","2774"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","935"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","1129"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","1792"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1710"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1377"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","2283"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","4190"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1665"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","2165"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","1932"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1340"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","792"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","2249"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","404"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","1520"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","748"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","743"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","1006"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","1797"
"FY006AC01","Population","2022","2022","-","Both sexes","200","Under 1 year","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","868"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","IE0","Ireland","Number","56420"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","649"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5699"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2437"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","3894"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","3673"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","2987"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","1121"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","1008"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","482"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1531"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","2638"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","937"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","1158"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","1724"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1682"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1360"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","2284"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","4115"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1550"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","2235"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","1808"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1266"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","757"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","2217"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","406"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","1566"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","764"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","766"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","1004"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","1881"
"FY006AC01","Population","2022","2022","-","Both sexes","001","1 year","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","821"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","IE0","Ireland","Number","59210"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","689"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5830"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2489"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","4308"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","3734"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","3102"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","1179"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","1169"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","544"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1694"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","2851"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","945"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","1108"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","1835"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1796"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1473"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","2306"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","4290"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1651"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","2373"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","1836"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1329"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","792"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","2349"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","453"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","1526"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","893"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","764"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","1061"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","1971"
"FY006AC01","Population","2022","2022","-","Both sexes","002","2 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","870"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","IE0","Ireland","Number","60484"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","754"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5580"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2613"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","4384"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","3856"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","3120"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","1203"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","1219"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","583"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1603"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","2928"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","1009"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","1148"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","1864"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1862"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1468"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","2294"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","4437"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1714"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","2352"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","2048"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1476"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","799"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","2438"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","432"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","1557"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","859"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","825"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","1085"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","2074"
"FY006AC01","Population","2022","2022","-","Both sexes","003","3 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","900"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","IE0","Ireland","Number","61505"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","745"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5624"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2658"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","4422"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","3870"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","3267"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","1234"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","1220"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","559"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1732"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","3026"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","1007"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","1208"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","1941"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","1897"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1505"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","2243"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","4620"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1720"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","2467"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","2072"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1390"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","830"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","2543"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","450"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","1593"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","833"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","820"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","1047"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","2089"
"FY006AC01","Population","2022","2022","-","Both sexes","004","4 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","873"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","IE0","Ireland","Number","64026"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","749"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5575"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2868"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","4639"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","4053"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","3296"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","1337"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","1248"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","646"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","1793"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","3121"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","1099"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","1276"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","2022"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","2076"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","1620"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","2362"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","4753"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","1873"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","2484"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","2070"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","1515"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","849"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","2612"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","447"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","1712"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","913"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","819"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","1143"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","2174"
"FY006AC01","Population","2022","2022","-","Both sexes","005","5 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","882"
"FY006AC01","Population","2022","2022","-","Both sexes","006","6 years","IE0","Ireland","Number","66714"
"FY006AC01","Population","2022","2022","-","Both sexes","006","6 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","750"
"FY006AC01","Population","2022","2022","-","Both sexes","006","6 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","5813"
"FY006AC01","Population","2022","2022","-","Both sexes","006","6 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","2879"
"FY006AC01","Population","2022","2022","-","Both sexes","006","6 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","4863"
"FY006AC01","Population","2022","2022","-","Both sexes","006","6 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","4198"
