"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","500"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","559"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","486"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","349"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","155"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","499"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","100"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","428"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","219"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","222"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","197"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","502"
"FY006AC01","Population","2022","2022","1","Male","079","79 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","199"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","IE0","Ireland","Number","10674"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","116"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1034"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","591"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","478"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","472"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","373"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","249"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","155"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","92"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","272"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","372"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","158"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","202"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","435"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","334"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","295"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","516"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","790"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","372"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","431"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","383"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","321"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","150"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","499"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","82"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","407"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","171"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","176"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","175"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","456"
"FY006AC01","Population","2022","2022","1","Male","080","80 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","117"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","IE0","Ireland","Number","9470"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","117"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","922"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","528"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","420"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","434"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","301"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","229"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","146"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","92"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","264"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","326"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","146"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","187"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","367"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","273"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","271"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","421"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","634"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","395"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","421"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","355"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","276"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","105"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","441"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","70"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","349"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","151"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","163"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","167"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","399"
"FY006AC01","Population","2022","2022","1","Male","081","81 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","100"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","IE0","Ireland","Number","8779"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","109"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","919"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","563"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","410"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","410"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","274"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","174"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","121"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","80"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","223"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","293"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","159"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","141"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","312"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","266"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","239"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","393"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","622"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","340"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","380"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","333"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","246"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","100"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","395"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","88"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","289"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","147"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","138"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","127"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","365"
"FY006AC01","Population","2022","2022","1","Male","082","82 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","123"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","IE0","Ireland","Number","7900"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","101"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","846"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","462"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","312"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","343"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","230"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","173"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","115"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","68"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","215"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","264"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","134"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","146"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","296"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","249"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","222"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","332"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","528"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","270"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","364"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","304"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","233"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","117"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","365"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","73"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","275"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","150"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","133"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","136"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","340"
"FY006AC01","Population","2022","2022","1","Male","083","83 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","104"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","IE0","Ireland","Number","6765"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","87"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","739"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","410"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","277"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","290"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","218"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","159"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","106"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","66"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","194"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","204"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","105"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","116"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","254"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","214"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","187"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","309"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","461"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","276"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","278"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","272"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","167"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","88"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","297"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","57"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","232"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","119"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","110"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","107"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","272"
"FY006AC01","Population","2022","2022","1","Male","084","84 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","94"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","IE0","Ireland","Number","6154"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","64"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","677"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","367"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","246"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","250"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","206"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","126"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","84"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","65"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","143"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","200"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","127"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","130"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","216"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","178"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","174"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","252"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","457"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","244"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","259"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","243"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","183"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","81"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","266"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","53"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","219"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","109"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","114"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","108"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","234"
"FY006AC01","Population","2022","2022","1","Male","085","85 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","79"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","IE0","Ireland","Number","5370"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","73"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","574"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","335"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","207"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","226"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","153"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","118"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","81"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","61"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","125"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","186"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","94"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","111"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","183"
